Price,Mileage,Make,Model,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Made_year,Years_of_usage
14.845130332288226,5.707110264748875,59,738,True,True,True,True,56,0
13.997832948091215,11.782960235741939,32,789,True,True,True,True,53,3
14.53335083891935,11.736077016252437,47,805,True,True,True,True,53,3
14.53335083891935,11.338583982516495,5,842,True,True,True,True,50,6
13.45883704259595,11.225256725762893,18,618,True,True,True,True,53,3
13.45883704259595,10.12667110305036,17,158,False,False,False,False,53,3
14.48334044336031,10.404293143019792,59,738,True,True,True,True,54,2
12.899222326086994,12.380030154325457,47,822,False,True,True,True,46,10
13.676249640055394,11.502885230075814,33,395,True,True,True,True,50,6
13.26212705890841,12.476103599529843,76,788,False,False,False,False,43,13
13.369225017834633,12.100717685412471,75,533,True,False,False,False,46,10
14.45736497045232,11.49273296168228,77,459,True,True,True,True,54,2
13.629182184591333,11.112462823634855,76,743,True,True,True,True,54,2
11.918397239722838,12.100717685412471,32,807,False,False,False,False,33,23
12.691583538230217,12.441148720271016,59,736,True,False,False,False,34,22
13.384729180332174,12.201065128819632,96,274,False,False,False,False,40,16
13.710151153416941,12.388398368982115,50,495,True,False,False,False,53,3
14.914123179965662,11.751950239425476,86,520,True,True,True,True,55,1
13.972515161474428,10.778977123006351,68,82,True,True,True,True,54,2
12.560247968016562,12.07254696717504,47,822,False,False,True,True,42,14
14.220976332738882,11.320565693461432,96,274,True,True,True,True,53,3
13.384729180332174,11.918397239722838,76,743,True,True,True,True,54,2
11.407576060361786,11.350418300109132,18,618,True,False,False,False,54,2
12.971542813248437,12.206077645517674,86,609,True,False,False,False,35,21
12.54254845357358,12.19602736016897,23,607,True,True,True,True,36,20
12.388398368982115,12.429220196836383,59,720,False,True,False,True,32,24
12.611541086966115,10.518700218288165,16,182,True,True,False,False,48,8
13.815511557963774,11.477308649967686,77,160,False,False,False,False,52,4
13.76421831620775,11.156264806643742,17,779,True,True,True,True,54,2
14.316286451937186,11.884495917930655,73,321,True,True,True,True,42,14
13.592368256649284,11.51293546492023,59,398,False,False,False,False,42,14
13.399996629152975,12.611541086966115,52,543,True,True,True,False,38,18
13.429849547739444,12.301387370778713,24,456,False,False,False,False,41,15
12.73670383776449,11.050905878263567,60,20,False,False,False,False,52,4
13.217675375388819,12.04355959836804,20,211,True,True,True,True,40,16
13.081543466215237,11.91170829631447,12,376,False,True,True,True,52,4
13.3374763699232,11.034905792929415,82,548,True,True,True,True,51,5
14.711598990684092,11.751950239425476,45,146,True,True,True,True,54,2
13.353476685668044,11.849404844423074,59,247,True,True,False,False,43,13
13.910821646859095,11.918397239722838,52,678,True,True,True,True,49,7
12.847929163278053,12.611541086966115,47,822,False,True,True,True,44,12
15.150511887854474,11.373674891823535,73,316,True,True,True,True,52,4
13.976779556623864,10.778977123006351,68,882,True,True,True,True,54,2
13.507627138738266,12.676079399771027,73,193,True,True,False,True,34,22
14.403297778421795,10.915106645867503,59,738,True,True,True,True,53,3
13.384729180332174,11.350418300109132,76,743,True,True,True,True,51,5
13.1421679654829,12.031725210748633,32,648,False,False,False,False,42,14
13.81571153776648,10.275085591132715,77,160,True,True,True,True,51,5
11.39640288460621,11.51293546492023,32,14,False,False,False,False,31,25
14.48334044336031,10.203629181337648,84,486,True,True,True,True,55,1
13.217675375388819,12.013706813470414,12,376,False,True,True,True,53,3
13.567050480716235,11.964007453736912,75,532,False,False,False,False,48,8
13.76421831620775,12.013706813470414,52,252,False,False,False,False,42,14
14.077875591662238,10.308985993422082,17,781,False,False,False,False,53,3
12.644330802262578,12.301387370778713,23,607,True,True,True,True,37,19
12.847929163278053,12.07824495582233,23,528,False,False,False,False,35,21
13.815511557963774,10.463131911491967,100,759,True,True,True,True,51,5
13.76421831620775,10.085850775128717,100,86,True,True,True,True,51,5
13.112315061750808,12.345838935721968,82,392,True,False,False,False,45,11
13.180634172318978,11.264476926102367,47,167,True,True,True,False,43,13
13.897091466615258,10.714439990727769,93,254,True,True,True,True,54,2
13.217675375388819,11.141876276228,18,618,True,True,True,True,50,6
13.883170141017091,11.225256725762893,82,514,True,True,True,True,52,4
13.161586013632684,12.611541086966115,18,618,True,True,True,True,48,8
12.611541086966115,12.206077645517674,96,274,False,False,False,False,27,29
13.270785106659046,12.04355959836804,97,441,False,False,False,False,43,13
13.997832948091215,10.757924157061597,59,247,True,False,False,True,50,6
12.886643575525625,11.951186847493476,90,136,True,True,True,True,45,11
12.936036208848487,11.728044909070785,47,822,False,False,True,True,49,7
13.592368256649284,11.51293546492023,32,87,False,False,False,False,47,9
14.100690252077353,11.373674891823535,96,274,True,True,True,True,51,5
13.353476685668044,12.345838935721968,73,192,True,True,True,True,34,22
13.005831808336863,12.611541086966115,86,609,True,True,True,True,36,20
13.76421831620775,11.184435286790631,47,348,True,False,False,False,49,7
12.765691290604371,10.859018228147887,90,124,False,False,False,False,42,14
13.122365377402328,12.128116509451258,59,247,True,True,True,True,40,16
14.070153551531353,10.434145214930487,82,514,True,True,True,True,52,4
13.652992804936396,12.259618151783465,52,252,False,False,False,False,42,14
14.096923772119156,10.142543822310387,68,882,True,True,True,True,54,2
12.821260987319457,12.206077645517674,85,122,False,False,False,False,47,9
12.793862088206213,12.154784614286667,76,743,False,False,False,False,34,22
12.994532278619134,12.577639650232573,52,543,False,False,False,False,34,22
13.910821646859095,10.308985993422082,50,499,True,True,True,True,54,2
14.45736497045232,11.695255355062795,47,805,False,False,False,False,51,5
13.785052381406869,11.418625774449598,96,274,True,True,True,True,51,5
13.910821646859095,11.695255355062795,96,274,True,False,False,True,50,6
12.793862088206213,12.51723073716405,9,379,False,True,True,True,42,14
14.53335083891935,11.751950239425476,96,274,True,True,True,True,54,2
13.304686600863562,11.635151947212842,82,392,True,True,True,True,45,11
13.217675375388819,11.827743504053695,79,57,True,True,True,True,46,10
12.899222326086994,11.156264806643742,9,839,False,False,False,False,51,5
14.603968372873895,10.308985993422082,86,612,True,True,True,True,54,2
14.220976332738882,9.99884318585288,68,99,True,True,True,True,54,2
13.384729180332174,12.206077645517674,96,274,False,False,False,False,40,16
15.176487367510099,8.853808274977197,86,612,False,False,False,False,56,0
12.154784614286667,11.870606902224587,79,74,False,False,False,False,39,17
12.807655372286902,12.821260987319457,18,618,False,True,True,True,41,15
12.721888795877375,11.898194668458823,90,136,True,True,True,True,41,15
13.151924121391561,12.149507585033072,18,618,True,True,True,True,46,10
12.611541086966115,11.51293546492023,73,28,True,False,False,False,17,39
13.369225017834633,11.407576060361786,68,82,True,True,True,True,52,4
12.691583538230217,12.180759965737863,90,136,True,True,True,False,40,16
12.660331092405906,11.863589378812122,90,136,True,True,True,False,39,17
13.910821646859095,10.815790343132422,32,789,True,True,True,True,53,3
13.384729180332174,11.48247656671073,79,57,True,False,False,False,48,8
13.573440270649085,10.518700218288165,79,57,True,False,False,True,50,6
13.592368256649284,12.128116509451258,75,532,False,False,False,False,48,8
12.959846800844963,12.54254845357358,18,618,False,False,False,False,38,18
13.493928313146206,11.156264806643742,77,160,False,False,False,False,44,12
13.592368256649284,11.849404844423074,75,530,True,True,True,True,48,8
13.180634172318978,12.269052139516223,75,533,True,True,True,True,40,16
14.508658238524095,10.596659732783579,49,289,False,False,False,False,55,1
13.76421831620775,11.461642696843066,68,882,True,True,True,True,53,3
13.774689605110144,10.463131911491967,38,357,True,True,True,True,51,5
12.506180941677357,11.58989576532275,83,645,False,False,False,False,46,10
13.244582780038517,11.571203807011969,17,158,False,True,True,True,53,3
13.429849547739444,11.775297421715827,47,145,True,True,True,True,49,7
13.554147092530322,11.918397239722838,75,532,False,False,False,False,46,10
13.304686600863562,12.154784614286667,76,743,True,True,True,True,52,4
15.404745967162468,11.751950239425476,73,192,False,False,False,False,56,0
13.190023895035274,12.04355959836804,18,287,True,True,True,True,45,11
12.706850963741102,12.301387370778713,86,381,False,False,False,False,44,12
13.304686600863562,12.128116509451258,59,679,True,True,True,False,45,11
13.76421831620775,11.082157933374816,68,82,True,True,True,True,53,3
12.700771936142122,12.899222326086994,97,628,False,True,False,True,34,22
12.59473402514672,12.133507329024972,79,75,True,True,False,True,33,23
13.997832948091215,10.404293143019792,17,781,True,True,True,True,53,3
12.180759965737863,10.87806606028079,93,569,False,False,False,False,43,13
13.429849547739444,12.117246896289503,14,653,True,True,True,True,50,6
13.864301674514206,10.778977123006351,50,497,True,True,True,False,53,3
13.955273369904273,12.301387370778713,73,193,True,True,True,True,41,15
13.429849547739444,11.751950239425476,49,289,False,False,False,False,42,14
14.038654909278163,9.61587214452889,77,160,True,True,True,True,53,3
13.217675375388819,12.206077645517674,96,274,True,True,True,True,35,21
12.899222326086994,11.751950239425476,76,743,False,False,False,False,45,11
12.847929163278053,10.62135173563291,16,182,True,True,True,False,48,8
10.933124826700707,11.050905878263567,32,14,False,False,False,False,20,36
13.592368256649284,11.695255355062795,59,732,True,True,True,True,45,11
13.710151153416941,11.736077016252437,59,247,True,True,False,True,46,10
13.161586013632684,11.097425172408931,59,679,True,False,False,False,49,7
13.652992804936396,11.80560254159177,47,351,True,True,True,True,51,5
12.948012371209098,12.983103608918753,18,535,False,True,True,True,49,7
13.244582780038517,11.695255355062795,96,274,True,False,False,False,40,16
13.47302165746721,11.751950239425476,18,597,False,True,False,True,55,1
13.527829818844937,11.884495917930655,47,352,False,False,False,False,44,12
14.508658238524095,10.491301994830229,4,137,True,True,True,True,54,2
13.091906231773164,11.782960235741939,47,434,True,True,True,True,42,14
14.346139397261565,11.751950239425476,96,274,True,True,True,True,55,1
13.507627138738266,11.813037464800539,47,352,True,True,True,True,44,12
13.710151153416941,11.51293546492023,82,311,False,False,False,False,50,6
12.73670383776449,12.468440756144114,59,736,False,False,False,False,35,21
12.25486757159303,12.460718739865236,47,372,False,True,True,True,28,28
12.644330802262578,11.759793355371237,23,536,False,False,True,False,35,21
13.235693848424024,10.308985993422082,18,287,True,True,True,True,45,11
13.384729180332174,10.239995502805316,33,346,True,True,True,True,51,5
14.220976332738882,11.849404844423074,59,738,True,True,True,True,48,8
14.827111833279051,7.3783837129967145,20,213,True,True,True,True,56,0
13.180634172318978,11.813037464800539,47,572,True,True,True,True,39,17
14.580978865220017,11.156264806643742,59,738,True,True,True,True,52,4
13.68767832281738,11.695255355062795,47,347,True,True,True,True,48,8
14.99416586199818,11.775297421715827,5,92,True,True,True,True,51,5
14.316286451937186,11.502885230075814,86,744,True,True,True,True,51,5
15.238619133170708,10.859018228147887,73,316,True,True,True,True,52,4
13.500801182986649,11.695255355062795,47,351,False,False,False,False,45,11
13.39239204133378,11.082157933374816,17,158,True,True,True,True,54,2
12.577639650232573,12.948012371209098,38,356,False,False,False,False,46,10
13.42246945133505,11.652696102959753,18,287,True,True,True,True,48,8
13.217675375388819,12.154784614286667,47,434,True,True,True,True,40,16
13.487007879880162,12.066816325306588,75,530,True,True,True,False,48,8
13.500801182986649,11.695255355062795,76,743,True,True,True,True,52,4
12.278397958261774,12.611541086966115,23,607,False,False,False,False,33,23
13.910821646859095,11.775297421715827,59,738,True,True,True,True,44,12
13.710151153416941,9.99884318585288,68,82,True,True,True,True,54,2
13.753636218075409,11.751950239425476,17,158,True,True,True,True,55,1
13.304686600863562,12.577639650232573,32,306,False,True,False,True,49,7
13.122365377402328,11.884495917930655,17,777,False,False,False,False,44,12
14.253766134056512,9.680406499268875,53,859,True,False,False,False,55,1
14.827111833279051,11.156264806643742,97,787,True,True,True,True,54,2
13.76421831620775,11.775297421715827,47,347,True,False,False,False,51,5
14.115615891155079,11.451060699493427,86,611,True,True,True,True,48,8
12.611541086966115,11.827743504053695,93,152,False,True,False,False,47,9
13.038983942375959,11.759793355371237,23,528,False,False,False,False,40,16
13.415034483903348,11.775297421715827,86,384,False,False,False,False,42,14
13.038983942375959,12.133507329024972,76,743,False,False,False,False,44,12
12.886643575525625,12.367345048436391,47,822,False,True,False,True,47,9
13.910821646859095,12.07254696717504,76,658,True,True,False,True,49,7
13.681980308196241,11.461642696843066,32,87,True,True,True,True,47,9
13.4856180275228,11.002116507732017,82,711,True,True,True,True,53,3
13.457407451830088,11.884495917930655,18,287,True,True,True,True,47,9
13.527829818844937,10.859018228147887,18,618,True,True,True,True,53,3
12.899222326086994,12.323860125621126,47,822,False,False,False,False,45,11
11.695255355062795,11.751950239425476,47,372,False,False,False,False,30,26
13.005831808336863,11.813037464800539,47,143,False,False,False,False,41,15
14.946912992035967,11.407576060361786,52,453,False,False,False,False,47,9
13.26212705890841,12.765691290604371,71,53,True,True,True,True,40,16
14.392124484065864,11.225256725762893,59,738,True,True,True,True,53,3
14.887094516710158,10.404293143019792,73,411,True,True,True,True,53,3
14.096923772119156,11.156264806643742,59,247,True,False,False,True,50,6
14.48334044336031,10.239995502805316,47,803,True,True,True,True,53,3
13.081543466215237,11.599112335481124,59,732,True,True,True,True,42,14
14.187074804051692,11.51293546492023,59,738,True,True,False,False,49,7
14.253766134056512,11.225256725762893,47,803,True,True,True,True,49,7
14.392124484065864,11.51293546492023,47,803,True,True,True,True,51,5
14.827111833279051,11.461642696843066,73,419,True,True,True,True,47,9
12.75130259456002,11.813037464800539,81,707,False,False,False,False,43,13
14.914123179965662,10.915106645867503,73,219,True,True,True,True,52,4
14.375126917328105,5.017279836814924,47,349,False,False,False,False,55,1
13.83531416565213,11.002116507732017,82,311,True,True,True,True,52,4
12.388398368982115,12.425212191503038,23,536,False,False,False,False,33,23
13.753636218075409,12.111767460549332,77,491,False,False,False,False,46,10
14.19394767861579,11.002116507732017,96,685,True,True,True,True,54,2
13.910821646859095,12.19602736016897,59,239,True,True,True,True,47,9
13.384729180332174,11.002116507732017,82,548,False,True,True,True,54,2
14.77102238760702,11.951186847493476,52,453,True,True,False,True,48,8
13.955273369904273,11.827743504053695,82,514,True,True,True,True,50,6
12.899222326086994,12.07254696717504,9,378,True,False,False,False,45,11
13.102162710901053,11.326607934898927,18,170,True,True,True,True,40,16
14.403297778421795,11.751950239425476,17,785,True,True,True,True,56,0
12.834683971615659,11.767575435251748,47,477,False,False,False,False,42,14
13.592368256649284,12.133507329024972,82,311,True,True,True,True,51,5
12.899222326086994,11.957617696467539,93,152,False,True,False,True,51,5
13.399996629152975,11.982935344196433,75,532,True,False,False,False,48,8
12.345838935721968,12.206077645517674,73,28,False,False,False,False,16,40
13.567050480716235,10.645448706505872,68,82,True,True,True,True,53,3
14.648420115681892,9.210440366976517,84,541,False,False,False,False,55,1
13.122365377402328,12.206077645517674,52,453,True,False,False,False,28,28
13.060490101343552,12.429220196836383,18,618,True,True,True,True,50,6
10.463131911491967,11.751950239425476,32,14,False,False,False,False,11,45
13.304686600863562,11.338583982516495,76,743,False,False,False,False,46,10
14.220976332738882,11.751950239425476,26,250,True,True,False,True,41,15
13.217675375388819,11.407576060361786,76,808,False,False,False,False,46,10
13.617060838751888,11.561725152903833,75,532,True,False,False,False,48,8
13.790193775620484,10.043292972227004,93,747,True,True,True,True,54,2
12.873904582205107,11.51293546492023,18,535,False,False,False,False,49,7
14.038654909278163,11.407576060361786,96,685,True,True,True,True,51,5
14.77102238760702,11.918397239722838,52,252,False,False,False,False,48,8
13.910821646859095,11.407576060361786,47,483,True,True,False,True,47,9
13.060490101343552,11.87757552297847,47,167,True,True,True,True,32,24
13.3374763699232,11.982935344196433,75,532,False,False,False,False,47,9
13.049794835104816,11.918397239722838,12,376,False,False,False,False,52,4
13.73755009757506,11.751950239425476,47,352,False,False,False,False,46,10
13.623139877437296,11.643962499267984,47,351,True,True,True,True,52,4
13.76421831620775,12.206077645517674,68,882,True,True,True,True,54,2
13.742940940397677,11.002116507732017,17,779,True,True,True,True,54,2
14.100690252077353,12.04355959836804,77,491,True,True,True,True,50,6
13.732130035981154,11.440365524765756,96,876,True,False,False,True,50,6
13.384729180332174,12.216027926866138,77,160,False,False,False,False,46,10
12.429220196836383,12.206077645517674,77,818,False,False,False,True,29,27
13.74830287778897,11.51293546492023,59,247,True,True,False,True,48,8
13.592368256649284,11.669937760751914,93,254,True,True,True,False,50,6
13.76421831620775,11.51293546492023,45,257,True,True,True,True,45,11
13.102162710901053,10.968215530759236,60,460,False,False,False,False,54,2
13.592368256649284,11.385103457032141,59,679,False,False,False,False,47,9
13.554147092530322,11.775297421715827,47,352,False,False,False,False,44,12
13.415034483903348,11.472113887062386,59,679,False,False,False,False,46,10
12.861001210669146,12.206077645517674,30,332,False,True,True,True,47,9
13.017005083966255,12.506180941677357,47,572,False,False,False,False,40,16
12.84529412258351,11.759793355371237,90,777,False,False,False,False,44,12
12.971542813248437,12.19602736016897,23,528,False,False,False,False,36,20
12.25486757159303,11.751950239425476,59,645,False,False,False,False,32,24
13.815511557963774,11.918397239722838,77,491,True,True,True,True,46,10
13.384729180332174,10.817796321618971,59,510,True,False,False,False,45,11
13.102162710901053,10.968215530759236,76,743,False,False,False,False,44,12
12.367345048436391,11.156264806643742,90,134,False,False,False,False,42,14
13.28787951079572,11.904974309480183,47,352,True,True,False,True,43,13
13.180634172318978,9.680406499268875,93,693,False,True,True,True,54,2
13.429849547739444,12.019749091416921,97,363,False,True,False,True,39,17
14.285514812209815,11.552155793461898,59,738,True,True,True,True,49,7
13.629182184591333,11.289794413577894,38,357,True,True,True,True,51,5
6.966967138613983,11.751950239425476,76,743,True,True,True,True,56,0
13.997832948091215,10.839600519357369,68,99,True,True,True,True,53,3
13.429849547739444,11.918397239722838,47,145,True,False,False,False,47,9
14.272936037914342,11.326607934898927,59,738,True,True,True,True,51,5
13.500801182986649,12.128116509451258,18,618,True,True,True,True,54,2
12.449022745701502,12.04355959836804,90,136,True,True,False,True,39,17
13.444448325847754,11.775297421715827,18,287,True,True,True,True,48,8
14.115615891155079,8.853808274977197,82,576,True,True,True,True,54,2
13.698977865303197,11.849404844423074,59,510,True,True,True,True,48,8
14.115615891155079,0.0,68,82,True,True,True,True,56,0
13.3374763699232,11.695255355062795,50,494,True,True,True,True,51,5
13.641158361294979,10.308985993422082,17,158,True,True,True,True,55,1
12.611541086966115,12.449022745701502,86,609,False,False,False,False,29,27
13.25339339419516,12.245298166364206,96,274,False,False,False,False,39,17
14.151983508870947,11.461642696843066,77,491,True,False,False,False,49,7
13.122365377402328,12.611541086966115,86,609,False,False,False,False,31,25
12.706850963741102,11.736077016252437,38,356,False,True,True,True,45,11
13.384729180332174,11.461642696843066,20,201,True,True,True,True,50,6
13.353476685668044,11.92504173829169,47,352,True,True,False,True,47,9
12.128116509451258,12.138869243416009,90,134,False,False,False,False,42,14
13.541075028051122,10.308985993422082,76,743,True,True,True,True,52,4
14.862829903121964,11.751950239425476,59,738,True,True,True,True,56,0
12.765691290604371,12.206077645517674,18,170,False,False,False,False,39,17
13.864301674514206,11.904974309480183,79,90,True,True,True,True,50,6
14.648420115681892,10.239995502805316,59,738,True,True,True,True,54,2
12.429220196836383,11.736077016252437,47,162,False,False,False,False,43,13
13.910821646859095,11.775297421715827,96,274,True,True,True,True,51,5
14.220976332738882,8.987321812850125,82,311,True,True,True,True,55,1
13.676249640055394,11.184435286790631,47,351,True,True,True,True,50,6
13.732130035981154,9.952325334619427,76,743,True,True,True,True,55,1
13.910821646859095,11.277215789596893,68,882,True,True,True,True,53,3
12.873904582205107,12.013706813470414,38,356,False,True,True,True,49,7
14.220976332738882,11.407576060361786,59,738,True,True,True,True,49,7
13.527829818844937,11.350418300109132,18,618,False,False,False,False,47,9
13.541075028051122,11.635151947212842,75,530,True,False,False,False,47,9
12.577639650232573,12.206077645517674,82,548,False,False,False,False,42,14
13.864301674514206,9.90353755128617,96,181,False,False,False,False,54,2
13.487007879880162,11.156264806643742,59,679,True,False,False,False,47,9
13.415034483903348,11.461642696843066,96,274,True,True,True,True,36,20
12.721888795877375,11.989165855127435,84,273,False,False,False,False,38,18
13.451668563394815,11.002116507732017,82,711,True,True,True,True,48,8
12.834683971615659,11.678448377988165,12,376,False,False,False,False,52,4
14.316286451937186,4.394449154672439,38,268,False,False,False,False,56,0
14.279245203127035,11.346693769325222,20,214,True,False,False,False,52,4
13.487007879880162,10.596659732783579,18,618,True,True,True,True,54,2
13.795308871054397,10.915106645867503,47,348,False,False,False,False,51,5
13.415034483903348,12.498745990829315,59,239,True,True,True,True,43,13
14.392124484065864,11.580593459194764,98,864,False,False,False,False,48,8
14.711598990684092,12.04355959836804,52,453,False,False,False,False,47,9
16.097893045681612,8.294299608857235,73,139,True,True,True,True,54,2
13.199326270390594,11.918397239722838,47,822,False,False,False,False,48,8
13.805461232211272,9.210440366976517,76,743,True,True,True,True,55,1
14.566927118346197,11.542493975902508,73,118,True,True,True,True,53,3
13.698977865303197,11.51293546492023,68,82,True,True,True,True,53,3
13.102162710901053,12.206077645517674,82,392,True,True,True,True,43,13
14.914123179965662,11.751950239425476,86,520,True,True,True,True,55,1
12.206077645517674,12.100717685412471,65,65,False,False,False,False,44,12
13.353476685668044,10.950824090522445,12,376,False,True,True,True,55,1
12.468440756144114,12.421188057397055,23,535,False,False,False,False,33,23
13.217675375388819,11.002116507732017,12,376,False,True,True,True,53,3
11.461642696843066,11.51293546492023,32,721,False,False,False,False,27,29
14.580978865220017,10.714439990727769,86,612,True,True,True,True,54,2
12.577639650232573,12.314931534737134,23,607,False,True,True,True,33,23
14.731801689838349,11.918397239722838,79,86,True,True,True,True,52,4
13.321215875492413,11.542493975902508,24,770,False,False,False,False,40,16
13.25339339419516,11.461642696843066,17,158,True,True,True,True,53,3
15.009433329466965,10.463131911491967,73,192,True,True,True,True,52,4
11.51293546492023,11.751950239425476,60,604,False,False,False,False,15,41
13.304686600863562,11.775297421715827,96,876,True,True,True,False,41,15
11.289794413577894,12.460718739865236,60,37,False,False,False,False,26,30
13.652992804936396,11.695255355062795,59,239,False,False,False,False,43,13
13.235693848424024,11.289794413577894,18,597,False,False,False,False,54,2
14.07402202531625,11.951186847493476,73,192,True,False,False,False,41,15
12.923914877701906,12.264346270624157,75,530,False,False,False,False,34,22
13.592368256649284,11.561725152903833,86,384,True,True,True,True,43,13
12.676079399771027,11.813037464800539,18,597,False,True,False,False,52,4
13.527829818844937,11.184435286790631,22,331,True,True,True,True,51,5
13.500801182986649,11.775297421715827,59,679,True,True,False,True,47,9
13.910821646859095,11.472113887062386,76,658,True,True,True,True,51,5
12.834683971615659,12.429220196836383,75,533,False,False,False,False,38,18
11.51293546492023,11.751950239425476,60,39,False,False,False,False,42,14
14.430696737594902,11.918397239722838,52,838,True,True,True,True,44,12
13.997832948091215,10.896757843893464,82,311,True,True,True,True,52,4
14.115615891155079,10.085850775128717,76,719,True,True,True,True,56,0
13.647093089770562,10.545367754151743,18,618,True,True,True,True,54,2
13.955273369904273,11.07443600653965,96,274,True,False,False,True,50,6
13.8924725250259,10.463131911491967,79,57,True,True,True,True,54,2
14.115615891155079,11.918397239722838,47,803,True,True,True,True,49,7
13.353476685668044,11.849404844423074,47,167,True,True,True,True,39,17
14.115615891155079,11.982935344196433,59,738,False,False,False,False,47,9
14.301018989130402,10.596659732783579,59,871,True,True,True,True,54,2
14.187074804051692,11.170449240431308,59,452,True,True,True,True,52,4
13.676249640055394,11.695255355062795,77,491,False,False,False,False,46,10
13.3374763699232,12.54254845357358,96,274,True,True,False,False,41,15
13.017005083966255,9.680406499268875,38,354,False,True,True,True,46,10
12.611541086966115,11.407576060361786,24,770,False,False,False,False,32,24
13.217675375388819,11.767575435251748,82,711,False,False,False,False,48,8
13.017005083966255,11.982935344196433,82,548,False,False,False,False,48,8
12.59473402514672,11.643962499267984,90,134,False,False,False,False,40,16
14.375126917328105,10.819798284210286,20,214,True,True,True,True,54,2
13.997832948091215,11.002116507732017,76,658,True,True,True,True,50,6
12.644330802262578,12.180759965737863,47,822,False,False,False,False,39,17
14.220976332738882,10.62135173563291,43,468,False,False,False,False,54,2
12.100717685412471,12.345838935721968,24,584,True,False,False,False,30,26
14.220976332738882,10.596659732783579,32,789,True,True,True,True,53,3
14.220976332738882,11.429554725537322,18,364,True,True,True,True,52,4
14.253766134056512,11.608244735642321,59,738,True,False,False,False,50,6
13.038983942375959,12.804911893867851,23,528,True,True,True,True,35,21
14.626441218624949,9.798182590890704,84,541,True,True,True,True,53,3
14.077875591662238,0.0,93,178,False,False,False,False,56,0
12.948012371209098,11.884495917930655,47,572,True,True,True,True,35,21
13.017005083966255,11.863589378812122,76,743,True,True,True,False,45,11
13.527829818844937,11.225256725762893,76,743,True,True,True,True,53,3
13.527829818844937,12.160033942617156,76,743,True,True,False,True,49,7
14.151983508870947,10.742918838113225,17,777,False,False,False,False,54,2
11.904974309480183,12.429220196836383,79,89,False,False,False,False,15,41
10.308985993422082,11.440365524765756,96,234,True,True,True,True,51,5
14.914123179965662,9.852246888342531,73,192,True,True,True,True,50,6
13.45883704259595,11.225256725762893,59,679,True,False,False,False,45,11
12.936036208848487,11.884495917930655,17,777,False,False,False,False,42,14
13.098072734013513,11.373674891823535,76,743,False,False,False,False,50,6
